image,gt_weather,pred_weather,confidence,lane_visibility,lane_count,trusted,mode,correct
ae5de6fc-9ba748fe.jpg,rainy,clear,0.9822832942008972,unknown,0,True,normal,False
af5e53ae-49d487fa.jpg,rainy,clear,0.9599944353103638,unknown,0,True,normal,False
af5e53ae-4d471df3.jpg,rainy,clear,0.7744570374488831,unknown,0,True,normal,False
af5e53ae-ce26c9db.jpg,rainy,clear,0.9258623123168944,unknown,0,True,normal,False
af6d88c8-ce9764ed.jpg,rainy,clear,0.928861439228058,unknown,0,True,normal,False
b001a7ce-321031d6.jpg,rainy,clear,0.9892722368240356,unknown,0,True,normal,False
b001a7ce-36f3fff2.jpg,rainy,clear,0.998464822769165,unknown,0,True,normal,False
b001a7ce-5cbc6e0b.jpg,rainy,clear,0.9994484782218932,unknown,0,True,normal,False
b064304b-2c4d2c16.jpg,rainy,clear,0.9217989444732666,unknown,0,True,normal,False
b083122c-d2d9aa5c.jpg,rainy,clear,0.746826171875,unknown,0,True,normal,False
b0e2920c-b5bc4153.jpg,rainy,clear,0.9794564843177797,unknown,0,True,normal,False
b11148e5-f294ade7.jpg,rainy,clear,0.939646542072296,unknown,0,True,normal,False
b11c4e86-32cb6229.jpg,rainy,clear,0.7099990844726562,unknown,0,True,normal,False
b19ef5ce-bd67cb37.jpg,rainy,clear,0.9766440987586976,unknown,0,True,normal,False
b1bcb694-ae473bfc.jpg,rainy,clear,0.9655485153198242,unknown,0,True,normal,False
b1bcb694-dc1f7c8d.jpg,rainy,clear,0.9691522717475892,unknown,0,True,normal,False
2f782c70-49ac08a1.jpg,snowy,clear,0.9160945415496826,unknown,0,True,normal,False
2f782c70-5dd684a5.jpg,snowy,clear,0.6000064611434937,unknown,0,True,normal,False
7c137101-228a4f7b.jpg,snowy,clear,0.9995036125183104,unknown,0,True,normal,False
7c5b3302-0d19ed33.jpg,snowy,clear,0.8764963150024414,unknown,0,True,normal,False
7cc10cd2-0f937884.jpg,snowy,clear,0.5291775465011597,unknown,0,True,normal,False
7cc642f5-c30d8ee4.jpg,snowy,clear,0.5979259610176086,unknown,0,True,normal,False
8ac5ec86-39e32a24.jpg,snowy,clear,0.8763637542724609,unknown,0,True,normal,False
8ac5ec86-8896c9f0.jpg,snowy,rainy,0.6239116191864014,unknown,0,True,normal,False
8bffba2a-79733e29.jpg,snowy,clear,0.9937543272972108,unknown,0,True,normal,False
8c3e2d5c-6bfcb95e.jpg,snowy,clear,0.5421661138534546,unknown,0,True,normal,False
8c3e2d5c-79597265.jpg,snowy,clear,0.9491698145866394,unknown,0,True,normal,False
8cbbe764-20f57346.jpg,snowy,clear,0.6340528130531311,unknown,0,True,normal,False
aa1683e7-8139c2f3.jpg,snowy,clear,0.8958687782287598,unknown,0,True,normal,False
aa560ef8-6397b662.jpg,snowy,clear,0.9568809866905212,unknown,0,True,normal,False
aa560ef8-c38339b7.jpg,snowy,clear,0.9773513078689576,unknown,0,True,normal,False
aadfd4be-bc30c3c6.jpg,snowy,clear,0.8683494925498962,unknown,0,True,normal,False
aaf19417-97278c4e.jpg,snowy,clear,0.7886772155761719,unknown,0,True,normal,False
ab2d2309-c0f492e1.jpg,snowy,clear,0.6635841727256775,unknown,0,True,normal,False
ac330462-57b2f6a7.jpg,snowy,clear,0.805911660194397,unknown,0,True,normal,False
ae0cd70d-40288a31.jpg,snowy,clear,0.8529916405677795,unknown,0,True,normal,False
ae0cd70d-4a9c980b.jpg,snowy,clear,0.9517308473587036,unknown,0,True,normal,False
ae4fe4f5-0a4b9f85.jpg,snowy,clear,0.9533604383468628,unknown,0,True,normal,False
ae4fe4f5-2af75ec8.jpg,snowy,clear,0.8728029727935791,unknown,0,True,normal,False
ae57703a-67ec037a.jpg,snowy,clear,0.7970369458198547,unknown,0,True,normal,False
af36674a-d926ea6a.jpg,snowy,clear,0.5946844220161438,unknown,0,True,normal,False
afb45051-b636daf9.jpg,snowy,clear,0.7312062978744507,unknown,0,True,normal,False
afb5f49d-0d0c5897.jpg,snowy,clear,0.4196150302886963,unknown,0,True,normal,False
b12992c7-905a389e.jpg,snowy,clear,0.7164971232414246,unknown,0,True,normal,False
b12992c7-bbd57ea0.jpg,snowy,clear,0.9979335069656372,unknown,0,True,normal,False
b1441884-f58755c9.jpg,snowy,clear,0.826187252998352,unknown,0,True,normal,False
